id,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
490,Essendon,15/18 Raleigh St,2,u,446000,S,Nelson,16/4/16,8,3040,2,1,1,0,,,Moonee Valley,-37.7534,144.9242,Western Metropolitan,9264
491,Essendon,151 Ogilvie St,3,h,1266000,S,Brad,16/7/16,8,3040,2,1,2,635,,,Moonee Valley,-37.74,144.8941,Western Metropolitan,9264
492,Essendon,24A Daisy St,2,h,930000,S,Barry,18/3/17,8,3040,2,1,2,225,107,1990,Moonee Valley,-37.7548,144.9113,Western Metropolitan,9264
493,Essendon,53A Market St,3,h,1050000,S,Nelson,18/3/17,8,3040,3,1,1,420,,,Moonee Valley,-37.7441,144.9041,Western Metropolitan,9264
494,Essendon,4/10 Ardoch St,2,u,453000,S,Nelson,19/11/16,8,3040,2,1,1,0,,,Moonee Valley,-37.7494,144.921,Western Metropolitan,9264
495,Essendon,1/16 Leake St,4,u,1170000,SP,Barry,19/11/16,8,3040,4,2,2,0,180,2013,Moonee Valley,-37.7465,144.91,Western Metropolitan,9264
496,Essendon,55 Lincoln Rd,4,h,1600000,SP,Brad,19/11/16,8,3040,4,3,1,519,218,1930,Moonee Valley,-37.7517,144.9086,Western Metropolitan,9264
497,Essendon,33 McCarron Pde,4,h,1535000,SP,Nelson,19/11/16,8,3040,4,1,2,638,227,1900,Moonee Valley,-37.7523,144.9052,Western Metropolitan,9264
498,Essendon,22 Wheeler Pl,3,h,1400000,SP,Nelson,19/11/16,8,3040,3,2,2,383,,,Moonee Valley,-37.7565,144.9241,Western Metropolitan,9264
499,Essendon,7/18 Raleigh St,2,u,457000,S,Barry,22/8/16,8,3040,2,1,1,0,,,Moonee Valley,-37.7534,144.9242,Western Metropolitan,9264
500,Essendon,1/15 Gilbertson St,2,u,736000,S,Nelson,23/4/16,8,3040,2,1,1,0,106,1940,Moonee Valley,-37.7412,144.8974,Western Metropolitan,9264
501,Essendon,8/19 Fletcher St,2,u,370000,VB,Rendina,25/2/17,8,3040,2,1,0,0,,,Moonee Valley,-37.7558,144.9233,Western Metropolitan,9264
502,Essendon,18 Lorraine St,4,h,2355000,S,McDonald,25/2/17,8,3040,4,2,3,715,273,1920,Moonee Valley,-37.7582,144.9128,Western Metropolitan,9264
503,Essendon,8/30 Nicholson St,2,u,360000,VB,Nelson,27/6/16,8,3040,2,1,1,0,68,1970,Moonee Valley,-37.754,144.9209,Western Metropolitan,9264
504,Essendon,10 Deakin St,3,h,850000,PI,Hodges,27/11/16,8,3040,3,2,1,580,,,Moonee Valley,-37.753,144.891,Western Metropolitan,9264
505,Essendon,2/7 Graves St,3,u,872000,S,Nelson,27/11/16,8,3040,3,1,1,862,135,1970,Moonee Valley,-37.7399,144.8964,Western Metropolitan,9264
506,Essendon,18 Washington St,5,h,1811000,S,Nelson,27/11/16,8,3040,5,3,2,657,284,1930,Moonee Valley,-37.7548,144.9098,Western Metropolitan,9264
507,Essendon,118 Buckley St,3,h,1100000,PI,Raine,28/8/16,8,3040,3,1,2,0,700,1915,Moonee Valley,-37.7566,144.9155,Western Metropolitan,9264
508,Essendon North,2/17 Bulla Rd,2,u,396000,S,Barry,3/9/16,9.4,3041,2,1,1,0,56,1975,Moonee Valley,-37.7428,144.9086,Western Metropolitan,1308
509,Essendon North,3 Oshannassy St,3,h,1580000,S,Barry,4/6/16,9.4,3041,3,2,2,758,,,Moonee Valley,-37.7401,144.9013,Western Metropolitan,1308
510,Essendon North,4/17 Bulla Rd,1,u,260000,S,Brad,10/9/16,9.4,3041,1,1,1,0,,,Moonee Valley,-37.7428,144.9086,Western Metropolitan,1308
511,Essendon North,1/48 Keilor Rd,2,u,340000,SP,Nelson,18/6/16,9.4,3041,2,1,1,0,65,1960,Moonee Valley,-37.7433,144.9074,Western Metropolitan,1308
512,Fairfield,7 Rathmines St,3,h,1350000,PI,McGrath,3/12/16,5.8,3078,3,1,2,309,110,2000,Darebin,-37.7828,145.0154,Northern Metropolitan,2970
513,Fairfield,197 Station St,4,h,1160000,PI,Nelson,7/5/16,5.8,3078,4,2,1,381,145,1890,Darebin,-37.7735,145.0192,Northern Metropolitan,2970
514,Fairfield,20/262 Heidelberg Rd,2,u,602000,S,Jellis,7/11/16,5.8,3078,2,1,1,0,77,2013,Yarra,-37.7845,145.0105,Northern Metropolitan,2970
515,Fairfield,7/59 Rathmines St,2,u,445000,S,Nelson,10/12/16,5.8,3078,2,1,1,0,56,1970,Darebin,-37.7782,145.0162,Northern Metropolitan,2970
516,Fairfield,3/18 Gillies St,2,u,730000,S,Jellis,11/2/17,5.8,3078,2,1,1,116,,1985,Darebin,-37.7818,145.0161,Northern Metropolitan,2970
517,Fairfield,15/262 Heidelberg Rd,2,u,548000,SP,Nelson,27/6/16,5.8,3078,2,1,1,0,68,2014,Yarra,-37.7845,145.0105,Northern Metropolitan,2970
518,Fairfield,189 Rathmines St,3,h,1500000,S,McGrath,27/11/16,5.8,3078,3,1,1,0,126,1910,Darebin,-37.7714,145.0173,Northern Metropolitan,2970
519,Fairfield,1/203 Station St,2,u,600000,VB,Jellis,27/11/16,5.8,3078,2,1,2,0,75,1970,Darebin,-37.7732,145.0193,Northern Metropolitan,2970
520,Fairfield,48 Gordon St,3,h,1510000,S,Jellis,28/5/16,5.8,3078,1,1,1,453,,,Darebin,-37.7772,145.0232,Northern Metropolitan,2970
521,Fairfield,1/240 Arthur St,2,u,545000,SP,McGrath,28/8/16,5.8,3078,2,1,1,0,77,2002,Darebin,-37.7682,145.0209,Northern Metropolitan,2970
522,Fairfield,250 Arthur St,3,h,1145000,S,McGrath,28/8/16,5.8,3078,3,1,3,590,,,Darebin,-37.7673,145.021,Northern Metropolitan,2970
523,Fairfield,147 Gillies St,3,h,1375000,S,McGrath,28/8/16,5.8,3078,3,1,1,496,122,1910,Darebin,-37.7737,145.018,Northern Metropolitan,2970
524,Fitzroy,3/18 Hanover St,3,h,1252000,S,Nelson,3/9/16,1.6,3065,3,2,2,0,137,2004,Yarra,-37.8029,144.975,Northern Metropolitan,5825
525,Fitzroy,291 George St,2,h,1460000,PI,Nelson,12/11/16,1.6,3065,2,1,0,0,105,1890,Yarra,-37.8006,144.9814,Northern Metropolitan,5825
526,Fitzroy,31 Bell St,4,h,1950000,S,Nelson,18/6/16,1.6,3065,4,1,0,177,152,1890,Yarra,-37.7999,144.9759,Northern Metropolitan,5825
527,Fitzroy,113/300 Young St,1,u,465000,SP,Jellis,19/11/16,1.6,3065,1,1,1,0,52,2011,Yarra,-37.7974,144.9799,Northern Metropolitan,5825
528,Fitzroy,47 Charles St,3,h,1600000,S,Nelson,22/5/16,1.6,3065,3,2,1,261,,,Yarra,-37.803,144.9806,Northern Metropolitan,5825
529,Fitzroy,8/98 George St,1,u,420000,S,Caine,25/2/17,1.6,3065,1,1,1,782,42,1975,Yarra,-37.8055,144.9809,Northern Metropolitan,5825
530,Fitzroy,116 Leicester St,2,h,800000,VB,Harrington,27/6/16,1.6,3065,2,2,1,64,138,1995,Yarra,-37.7956,144.9804,Northern Metropolitan,5825
531,Fitzroy North,50 Freeman St,2,h,870000,S,Nelson,3/9/16,3.5,3068,2,1,0,107,64,1910,Yarra,-37.7898,144.9794,Northern Metropolitan,6244
532,Fitzroy North,186 Queens Pde,2,t,930000,S,Nelson,3/9/16,3.5,3068,2,3,0,2778,3558,,Yarra,-37.7903,144.9859,Northern Metropolitan,6244
533,Fitzroy North,51 Rae St,2,h,770000,SA,Nicholson,4/6/16,3.5,3068,2,2,1,134,151,1905,Yarra,-37.7916,144.9784,Northern Metropolitan,6244
534,Fitzroy North,92 Scotchmer St,2,h,1008000,S,LITTLE,6/8/16,3.5,3068,2,1,1,150,77,1890,Yarra,-37.7833,144.9819,Northern Metropolitan,6244
535,Fitzroy North,201A Clauscen St,3,h,1286000,S,Holland,10/12/16,3.5,3068,3,1,0,275,116,1915,Yarra,-37.7779,144.9862,Northern Metropolitan,6244
536,Fitzroy North,11 Freeman St,3,h,1655000,S,Nelson,10/12/16,3.5,3068,3,1,0,176,,1900,Yarra,-37.7892,144.9773,Northern Metropolitan,6244
537,Fitzroy North,79 Delbridge St,4,h,3400000,S,Nelson,14/5/16,3.5,3068,3,2,1,445,175,1890,Yarra,-37.786,144.9864,Northern Metropolitan,6244
538,Fitzroy North,70 Park St,4,h,1785000,S,Nelson,14/5/16,3.5,3068,4,2,1,188,165,1900,Yarra,-37.7815,144.9869,Northern Metropolitan,6244
539,Fitzroy North,2 Scotchmer St,2,h,1210000,S,Nelson,15/10/16,3.5,3068,2,1,1,223,118,1885,Yarra,-37.7829,144.9782,Northern Metropolitan,6244
540,Fitzroy North,282 Glenlyon Rd,3,h,1141000,S,Nelson,16/4/16,3.5,3068,2,1,1,378,,,Moreland,-37.7739,144.9819,Northern Metropolitan,6244
541,Fitzroy North,8/3 Miller St,2,t,750000,S,Woodards,18/3/17,3.5,3068,2,2,2,0,95,2002,Yarra,-37.7761,144.9792,Northern Metropolitan,6244
542,Fitzroy North,14 Falconer St,3,h,1851000,S,Nelson,19/11/16,3.5,3068,3,1,1,225,,,Yarra,-37.7852,144.9868,Northern Metropolitan,6244
543,Fitzroy North,86 Clauscen St,3,h,1710000,S,Collins,24/9/16,3.5,3068,3,2,0,357,,1880,Yarra,-37.7778,144.9824,Northern Metropolitan,6244
544,Fitzroy North,49 Best St,4,h,2300000,S,Nelson,27/11/16,3.5,3068,4,2,1,197,,,Yarra,-37.7828,144.9832,Northern Metropolitan,6244
545,Fitzroy North,205 Scotchmer St,3,h,2150000,S,Nelson,27/11/16,3.5,3068,3,2,0,202,307,1898,Yarra,-37.7835,144.9867,Northern Metropolitan,6244
546,Fitzroy North,12/262 Barkly St,2,u,602000,S,Nelson,28/8/16,3.5,3068,2,1,1,0,48,1980,Yarra,-37.7794,144.989,Northern Metropolitan,6244
547,Fitzroy North,421 Rae St,2,h,1283000,S,Nelson,28/8/16,3.5,3068,2,1,2,204,,,Yarra,-37.7824,144.9801,Northern Metropolitan,6244
548,Flemington,1/142 Shields St,1,u,280000,VB,Nelson,4/3/17,4.4,3031,1,1,1,0,,1970,Moonee Valley,-37.7839,144.9347,Northern Metropolitan,3593
549,Flemington,40 Coronet St,2,h,950000,SP,Nelson,10/9/16,4.4,3031,2,1,1,193,,,Moonee Valley,-37.7861,144.9238,Northern Metropolitan,3593
550,Flemington,111 Wellington St,4,h,1700000,SP,Nelson,14/5/16,4.4,3031,4,1,1,616,,,Moonee Valley,-37.7837,144.9319,Northern Metropolitan,3593
551,Flemington,7/30 Bryant St,1,h,250000,VB,Nelson,16/4/16,4.4,3031,1,1,1,0,,,Moonee Valley,-37.7854,144.9326,Northern Metropolitan,3593
552,Flemington,12/132 Princes St,2,u,556000,S,Woodards,16/7/16,4.4,3031,2,2,1,0,79,2009,Moonee Valley,-37.784,144.9356,Northern Metropolitan,3593
553,Flemington,114 Shields St,2,h,957000,SP,Nelson,22/5/16,4.4,3031,2,1,0,165,,,Melbourne,-37.7847,144.9341,Northern Metropolitan,3593
554,Flemington,8/300 Racecourse Rd,1,u,395000,SP,Nelson,25/2/17,4.4,3031,1,1,1,818,50,1880,Moonee Valley,-37.788,144.9306,Northern Metropolitan,3593
555,Flemington,4 Farnham St,3,h,1115000,S,Nelson,27/11/16,4.4,3031,3,1,1,244,84,1940,Moonee Valley,-37.7823,144.9278,Northern Metropolitan,3593
556,Footscray,25 Southampton St,3,h,840000,S,Sweeney,3/12/16,6.4,3011,3,1,0,164,93,1900,Maribyrnong,-37.7959,144.8863,Western Metropolitan,7570
557,Footscray,37 Stirling St,3,h,1362000,S,Village,3/12/16,6.4,3011,3,2,0,497,156,1890,Maribyrnong,-37.7958,144.9024,Western Metropolitan,7570
558,Footscray,58 Wolverhampton St,4,h,977000,S,Village,3/12/16,6.4,3011,4,2,1,154,161,2007,Maribyrnong,-37.7983,144.8911,Western Metropolitan,7570
559,Footscray,2/3 Eldridge St,1,u,216000,S,Sweeney,4/2/16,6.4,3011,1,1,1,0,50,1970,Maribyrnong,-37.7907,144.8924,Western Metropolitan,7570
560,Footscray,9/55 Moreland St,2,u,605000,SP,Jas,4/3/17,6.4,3011,2,1,3,2794,87,2000,Maribyrnong,-37.8044,144.9064,Western Metropolitan,7570
561,Footscray,3/8 Eleanor St,2,h,375000,S,Sweeney,7/5/16,6.4,3011,2,1,1,0,,1968,Maribyrnong,-37.7906,144.8856,Western Metropolitan,7570
562,Footscray,2/10 Swan St,3,t,714000,S,Jas,10/12/16,6.4,3011,3,2,2,164,3,2008,Maribyrnong,-37.7948,144.8868,Western Metropolitan,7570
563,Footscray,105/72 Cross St,1,u,375000,S,Biggin,16/4/16,6.4,3011,1,1,1,0,50,1920,Maribyrnong,-37.8006,144.881,Western Metropolitan,7570
564,Footscray,2/36 Empire St,2,u,310000,PI,Sweeney,17/9/16,6.4,3011,2,1,1,0,,,Maribyrnong,-37.7878,144.8919,Western Metropolitan,7570
565,Footscray,2 French St,3,t,820000,SP,Sweeney,18/3/17,6.4,3011,3,2,1,122,,,Maribyrnong,-37.8021,144.8976,Western Metropolitan,7570
566,Footscray,88 Victoria St,3,h,875000,S,Village,18/3/17,6.4,3011,3,1,0,262,92,,Maribyrnong,-37.8022,144.8924,Western Metropolitan,7570
567,Footscray,167 Gordon St,2,h,711000,SP,Jas,18/6/16,6.4,3011,2,1,2,253,90,1910,Maribyrnong,-37.7968,144.8887,Western Metropolitan,7570
568,Footscray,35 Leander St,2,h,835000,SP,Jas,22/8/16,6.4,3011,2,1,1,222,109,1920,Maribyrnong,-37.7962,144.8844,Western Metropolitan,7570
569,Footscray,69 MacPherson St,2,h,757500,S,Sweeney,22/8/16,6.4,3011,2,1,0,258,108,1900,Maribyrnong,-37.7959,144.8901,Western Metropolitan,7570
570,Footscray,2/25 Stanlake St,3,t,699000,S,Jas,24/9/16,6.4,3011,3,1,1,125,113,2000,Maribyrnong,-37.7922,144.8831,Western Metropolitan,7570
571,Footscray,20 Ryan St,2,h,760000,PI,Burnham,27/6/16,6.4,3011,2,1,0,130,70,1920,Maribyrnong,-37.7988,144.9045,Western Metropolitan,7570
572,Footscray,12 Tait St,4,h,815000,PI,Biggin,28/5/16,6.4,3011,4,2,1,369,151,1910,Maribyrnong,-37.7914,144.8957,Western Metropolitan,7570
573,Glen Iris,6 Beatrice St,3,h,1735000,S,hockingstuart,3/9/16,9.2,3146,3,2,3,680,170,1935,Boroondara,-37.854,145.0832,Southern Metropolitan,10412
574,Glen Iris,48 Alfred Rd,3,h,1530000,S,Jellis,4/6/16,9.2,3146,3,1,1,753,118,1940,Boroondara,-37.8543,145.0889,Southern Metropolitan,10412
575,Glen Iris,1/9 Myrniong St,3,h,967500,S,Marshall,7/11/16,9.2,3146,3,2,1,233,,,Boroondara,-37.8515,145.0938,Southern Metropolitan,10412
576,Glen Iris,34 Yeovil Rd,4,h,2850000,S,Jellis,7/11/16,9.2,3146,4,3,2,1184,305,1935,Boroondara,-37.8526,145.0848,Southern Metropolitan,10412
577,Glen Iris,15 Pascoe St,3,h,1275000,VB,Tim,10/12/16,9.2,3146,3,2,2,669,,,Boroondara,-37.8596,145.0871,Southern Metropolitan,10412
578,Glen Iris,1/39 Scott Gr,1,u,452000,S,RT,10/12/16,9.2,3146,1,1,1,63,52,1980,Stonnington,-37.8552,145.05,Southern Metropolitan,10412
579,Glen Iris,1/33 Yeovil Rd,3,t,1625000,S,Jellis,10/12/16,9.2,3146,3,2,2,365,,,Boroondara,-37.8526,145.0853,Southern Metropolitan,10412
580,Glen Iris,56 Brandon St,3,h,1820000,S,Jellis,12/11/16,9.2,3146,3,1,3,650,136,1930,Boroondara,-37.8571,145.0766,Southern Metropolitan,10412
581,Glen Iris,294 Tooronga Rd,3,h,1430000,S,Marshall,13/8/16,9.2,3146,3,3,2,385,255,,Boroondara,-37.8524,145.0425,Southern Metropolitan,10412
582,Glen Iris,20 Charles St,6,h,2300000,S,Fletchers,14/5/16,9.2,3146,6,2,2,0,,,Boroondara,-37.8519,145.091,Southern Metropolitan,10412
583,Glen Iris,8/18 Edgar St,2,u,680000,S,hockingstuart,15/10/16,9.2,3146,2,1,1,0,,,Stonnington,-37.8566,145.0454,Southern Metropolitan,10412
584,Glen Iris,1/64 Edgar St N,2,u,545000,S,Fletchers,16/7/16,9.2,3146,3,0,0,0,,,Stonnington,-37.85,145.0465,Southern Metropolitan,10412
585,Glen Iris,116 High St,5,h,2825000,PI,Jellis,17/9/16,9.2,3146,5,4,4,802,206,2013,Boroondara,-37.8627,145.0719,Southern Metropolitan,10412
586,Glen Iris,5/138 Milton Pde,2,u,511000,S,Marshall,18/6/16,9.2,3146,2,1,1,0,,,Stonnington,-37.8517,145.0459,Southern Metropolitan,10412
587,Glen Iris,5/1679 Malvern Rd,2,u,856500,S,Marshall,19/11/16,9.2,3146,2,1,1,0,,1960,Stonnington,-37.8566,145.0553,Southern Metropolitan,10412
588,Glen Iris,2b York Rd,5,h,1650000,PI,Noel,22/5/16,9.2,3146,5,2,2,400,,,Stonnington,-37.8572,145.0555,Southern Metropolitan,10412
589,Glen Iris,98 Bath Rd,4,h,1950000,SP,Marshall,25/2/17,9.2,3146,4,2,2,775,155,1960,Boroondara,-37.8561,145.0934,Southern Metropolitan,10412
590,Glen Iris,8/251 Burke Rd,2,u,600000,S,hockingstuart,27/6/16,9.2,3146,2,1,1,0,80,1960,Stonnington,-37.8555,145.0518,Southern Metropolitan,10412
591,Glen Iris,1 Rosedale Rd,4,h,1390000,S,Noel,28/5/16,9.2,3146,3,2,3,397,,,Boroondara,-37.8578,145.068,Southern Metropolitan,10412
592,Glen Iris,45 Rosedale Rd,4,h,2000000,PI,RT,28/8/16,9.2,3146,3,2,4,401,,,Boroondara,-37.8583,145.0726,Southern Metropolitan,10412
593,Glen Iris,8/13 Glenvale Rd,2,u,460000,PI,hockingstuart,30/7/16,9.2,3146,2,1,1,0,,,Stonnington,-37.8578,145.0537,Southern Metropolitan,10412
594,Glenroy,39 Morley St,3,h,806500,S,Barry,3/12/16,13,3046,3,1,2,766,127,1965,Moreland,-37.6988,144.9372,Northern Metropolitan,8870
595,Glenroy,23 Wheatsheaf Rd,5,h,1150000,PI,Barry,3/12/16,13,3046,5,3,2,700,,,Moreland,-37.7095,144.9253,Northern Metropolitan,8870
596,Glenroy,3/27 Harold St,2,u,430000,PI,Jason,6/8/16,13,3046,2,1,1,164,100,2010,Moreland,-37.7072,144.9252,Northern Metropolitan,8870
597,Glenroy,4 Lyons St,3,h,600000,S,Barry,8/10/16,13,3046,3,1,2,702,,,Moreland,-37.6999,144.9387,Northern Metropolitan,8870
598,Glenroy,1/919 Pascoe Vale Rd,3,t,370000,PI,Walshe,8/10/16,13,3046,3,2,1,259,,2003,Moreland,-37.6977,144.9149,Northern Metropolitan,8870
599,Glenroy,30 Bourchier St,3,h,670000,PI,Brad,10/12/16,13,3046,3,1,4,734,140,1960,Moreland,-37.7007,144.9378,Northern Metropolitan,8870
600,Glenroy,44 Daley St,3,h,572000,S,Walshe,10/12/16,13,3046,3,1,2,627,,,Moreland,-37.6974,144.9326,Northern Metropolitan,8870
601,Glenroy,45 Cosmos St,5,h,810000,S,Stockdale,11/3/17,13,3046,5,4,4,695,176,1950,Moreland,-37.7028,144.9377,Northern Metropolitan,8870
602,Glenroy,1/1 Danae St,3,t,460000,S,Eview,12/11/16,13,3046,3,1,1,325,106,1970,Moreland,-37.7001,144.9291,Northern Metropolitan,8870
603,Glenroy,57 View St,3,h,596000,S,Hodges,12/11/16,13,3046,3,1,3,624,,,Moreland,-37.6967,144.9313,Northern Metropolitan,8870
604,Glenroy,1/25 Morell St,3,h,420000,PI,Raine,15/10/16,13,3046,3,1,2,0,96,1960,Moreland,-37.7025,144.9504,Northern Metropolitan,8870
605,Glenroy,2/22 Sadie St,2,u,410000,SP,Brad,15/10/16,13,3046,2,1,2,200,81,2000,Moreland,-37.7002,144.9428,Northern Metropolitan,8870
606,Glenroy,10 Anselm Gr,3,h,703000,S,Eview,17/9/16,13,3046,3,1,4,704,102,1960,Moreland,-37.7021,144.9136,Northern Metropolitan,8870
607,Glenroy,1/112 Cardinal Rd,4,t,608000,S,Raine,17/9/16,13,3046,3,2,1,252,150,2014,Moreland,-37.7006,144.9299,Northern Metropolitan,8870
608,Glenroy,2/709 Pascoe Vale Rd,3,u,470000,SP,Barry,18/6/16,13,3046,3,1,2,187,99,2014,Moreland,-37.7098,144.9163,Northern Metropolitan,8870
609,Glenroy,1/38 Stanley St,2,u,620250,S,Stockdale,19/11/16,13,3046,2,1,2,253,91,2012,Moreland,-37.7117,144.9135,Northern Metropolitan,8870
610,Glenroy,54 Cromwell St,4,h,630000,S,Stockdale,22/5/16,13,3046,3,1,2,630,130,1960,Moreland,-37.7002,144.9232,Northern Metropolitan,8870
611,Glenroy,118 Bindi St,3,h,500000,SP,Nelson,25/2/17,13,3046,3,1,4,677,,,Moreland,-37.695,144.9271,Northern Metropolitan,8870
612,Glenroy,65 Farview St,3,h,762700,SP,Stockdale,25/2/17,13,3046,3,1,4,597,100,1960,Moreland,-37.7097,144.9351,Northern Metropolitan,8870
613,Glenroy,52 Glenroy Rd,2,h,741250,S,Barry,25/2/17,13,3046,2,1,1,668,88,1955,Moreland,-37.7067,144.9331,Northern Metropolitan,8870
614,Glenroy,4/36 Acacia St,2,t,488500,S,Stockdale,27/6/16,13,3046,2,2,1,190,2,,Moreland,-37.7072,144.9241,Northern Metropolitan,8870
615,Glenroy,3/48 William St,2,h,417000,S,Stockdale,27/11/16,13,3046,2,1,1,172,77,2013,Moreland,-37.7074,144.9086,Northern Metropolitan,8870
616,Glenroy,1/26 York St,3,t,600000,VB,Nelson,27/11/16,13,3046,3,1,2,258,143,2001,Moreland,-37.7047,144.9087,Northern Metropolitan,8870
617,Glenroy,3/132 Widford St,3,t,440000,SP,Nelson,28/5/16,13,3046,3,2,1,215,121,2010,Moreland,-37.6952,144.9256,Northern Metropolitan,8870
618,Glenroy,33 View St,4,h,638000,S,Barry,30/7/16,13,3046,4,2,1,624,258,2005,Moreland,-37.6969,144.9334,Northern Metropolitan,8870
619,Gowanbrae,31 Seggan Cir,3,t,532000,S,Nelson,3/9/16,13.6,3043,3,2,1,149,19,2005,Moreland,-37.7068,144.8963,Western Metropolitan,1071
620,Gowanbrae,24 Balerno Cir,3,h,390000,PI,Nelson,23/4/16,13.6,3043,3,2,1,158,136,2005,Moreland,-37.7091,144.8958,Western Metropolitan,1071
621,Gowanbrae,8 Perth Ct,4,h,740000,SP,Nelson,27/6/16,13.6,3043,4,2,2,453,213,2007,Moreland,-37.7016,144.8974,Western Metropolitan,1071
622,Hadfield,29 Sutherland St,3,h,685500,SP,Brad,3/9/16,12.1,3046,3,1,2,724,103,1970,Moreland,-37.7076,144.9481,Northern Metropolitan,2606
623,Hadfield,2 Knole St,2,h,610000,S,Eview,3/12/16,12.1,3046,2,1,1,394,98,1950,Moreland,-37.7153,144.9507,Northern Metropolitan,2606
624,Hadfield,70 West St,3,h,840000,S,Barry,4/3/17,12.1,3046,3,1,2,608,,,Moreland,-37.7114,144.9378,Northern Metropolitan,2606
625,Hadfield,16 Bedford St,5,h,585000,S,YPA,4/6/16,12.1,3046,5,2,1,590,,,Moreland,-37.711,144.9481,Northern Metropolitan,2606
626,Hadfield,24 South St,3,t,750000,S,Stockdale,12/6/16,12.1,3046,3,2,2,301,251,2011,Moreland,-37.715,144.9475,Northern Metropolitan,2606
627,Hadfield,23 Surrey St,2,h,545000,SP,Stockdale,14/5/16,12.1,3046,2,1,3,591,102,1960,Moreland,-37.7128,144.9471,Northern Metropolitan,2606
628,Hadfield,11 Dickinson St,2,h,542500,S,Ray,17/9/16,12.1,3046,2,1,1,359,,1960,Moreland,-37.7133,144.9436,Northern Metropolitan,2606
629,Hadfield,13 Gish Ct,5,h,800000,VB,YPA,23/4/16,12.1,3046,5,2,1,808,,,Moreland,-37.7091,144.9491,Northern Metropolitan,2606
630,Hadfield,25 East St,2,h,515000,S,D'Aprano,27/11/16,12.1,3046,2,1,2,345,79,1990,Moreland,-37.7128,144.9496,Northern Metropolitan,2606
631,Hampton,38 Myrtle Rd,4,h,2800000,S,Nick,3/9/16,13.7,3188,3,3,2,701,320,2015,Bayside,-37.9419,145.0152,Southern Metropolitan,5454
632,Hampton,36 Thomas St,4,h,3250000,S,hockingstuart,3/9/16,13.7,3188,4,3,2,928,300,1904,Bayside,-37.9389,145.0062,Southern Metropolitan,5454
633,Hampton,6 Earlsfield Rd,4,h,2140000,S,Hodges,3/12/16,13.7,3188,4,2,3,688,187,1925,Bayside,-37.9319,145.0173,Southern Metropolitan,5454
634,Hampton,29 Olive St,4,h,1450000,S,Buxton,12/11/16,13.7,3188,4,2,3,450,,,Bayside,-37.9341,145.02,Southern Metropolitan,5454
635,Hampton,7 Austin Rd,3,h,1050000,S,Hodges,15/10/16,13.7,3188,3,2,2,357,120,1970,Bayside,-37.9449,145.0144,Southern Metropolitan,5454
636,Hampton,3/1 Edinburgh St,3,u,810000,S,Buxton,15/10/16,13.7,3188,3,1,1,195,115,1960,Bayside,-37.9396,145.0156,Southern Metropolitan,5454
637,Hampton,2/95 Thomas St,3,t,1100000,S,Hodges,24/9/16,13.7,3188,3,2,1,355,140,1987,Bayside,-37.9391,145.012,Southern Metropolitan,5454
638,Hampton,2/442 Bluff Rd,2,u,800000,SP,Buxton,25/2/17,13.7,3188,2,1,2,282,,,Bayside,-37.9444,145.0231,Southern Metropolitan,5454
639,Hampton,17/93 Highett Rd,2,u,450000,PI,Buxton,25/2/17,13.7,3188,2,2,1,0,70,2007,Bayside,-37.9462,145.0212,Southern Metropolitan,5454
640,Hampton East,17 Wishart St,3,h,952000,S,Hodges,12/11/16,14.5,3188,3,2,2,246,,,Bayside,-37.9356,145.0268,Southern Metropolitan,2356
641,Hampton East,2/2 Flowerdale Rd,2,u,801000,S,Buxton,19/11/16,14.5,3188,2,1,1,217,107,1994,Bayside,-37.9432,145.0348,Southern Metropolitan,2356
642,Hampton East,28 Roydon St,3,t,1150000,S,McGrath,22/8/16,14.5,3188,3,2,1,0,3,2005,Bayside,-37.9355,145.0276,Southern Metropolitan,2356
643,Hampton East,2 Harry St,3,h,1195000,S,Ray,27/11/16,14.5,3188,3,1,2,601,,,Bayside,-37.9386,145.0317,Southern Metropolitan,2356
644,Hawthorn,23/146 Power St,1,u,320000,VB,Fletchers,3/12/16,4.6,3122,1,1,0,0,,,Boroondara,-37.8235,145.0258,Southern Metropolitan,11308
645,Hawthorn,118/862 Glenferrie Rd,2,u,610000,PI,Marshall,4/3/17,4.6,3122,2,2,1,85,82,2014,Boroondara,-37.8154,145.0369,Southern Metropolitan,11308
646,Hawthorn,8/36 Power St,2,u,600000,S,Nelson,4/3/17,4.6,3122,2,1,1,0,,,Boroondara,-37.816,145.0272,Southern Metropolitan,11308
647,Hawthorn,16/5 Denham St,2,u,891000,S,Marshall,4/6/16,4.6,3122,3,1,1,1585,,1970,Boroondara,-37.8186,145.017,Southern Metropolitan,11308
648,Hawthorn,303/25 Lynch St,2,u,495000,S,Fletchers,7/11/16,4.6,3122,2,1,1,0,60,2014,Boroondara,-37.8216,145.0343,Southern Metropolitan,11308
649,Hawthorn,10/28 Wattle Rd,2,u,430000,S,Nelson,7/11/16,4.6,3122,2,1,1,1997,,,Boroondara,-37.8248,145.0282,Southern Metropolitan,11308
650,Hawthorn,4/205 Auburn Rd,1,u,365000,PI,Jellis,8/10/16,4.6,3122,1,1,1,0,,1975,Boroondara,-37.8272,145.0444,Southern Metropolitan,11308
